rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao;site_municipal;site_esic;regulamento_pagina_prefeitura;regulamento_pagina_prefeiturap;regulamentou_lai;regulamentou_laip;tipo_regulamentacao_lai;normativo_lai;dt_normativo_lai;regulamentou_criacao_sic;regulamentou_criacao_sicp;previsao_calassificacao;previsao_calassificacaop;previsao_responsabilizacao_servidor;previsao_responsabilizacao_servidorp;regulamentou_instancia_recursal;regulamentou_instancia_recursalp;pontos_regulamentacao;indicacao_orgao;indicacao_orgaop;indicacao_endereco;indicacao_enderecop;indicacao_telefone;indicacao_telefonep;indicacao_horario;indicacao_horariop;alternativa_sic_eletronico;alternativa_sic_eletronicop;envio_documento_cadastro;assinatura_reconhecida;declaracao_responsabilidade;maioridade;outras_exigencias;nao_exige_identificacaop;possibilidade_acompanhamento;possibilidade_acompanhamentop;resposta_no_prazo_pergunta_1;resposta_no_prazo_pergunta_2;resposta_no_prazo_pergunta_3;resposta_no_prazo_pergunta_4;pontos_prazo_perguntas;respondeu_pergunta_1;respondeu_pergunta_2;respondeu_pergunta_3;respondeu_pergunta_4;pontos_resposta_perguntas;pontos_transp_passiva;total_pontos;nota_1
3;896;3.47;25/07/2016;20/09/2016;sp;são paulo;mairinque;3528403;46015;http://www.mairinque.sp.gov.br/manutencao.html;http://mairinque.servicos.ws/e-sic/;sim;100;sim;150;lei;3003;06/11/2013;não;0;não;0;não;0;não;0;250;não;0;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1000;1250;3.47
3;896;3.47;06/07/2016;07/11/2016;rs;rio grande do sul;entre rios do sul;4306957;3069;http://www.entreriosdosul.rs.gov.br/;http://sistema.slah.com.br/portal.entreriosdosul-rs/SIC.aspx;sim;100;sim;150;lei;1618;15/05/2013;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;29/07/2016;21/09/2016;pb;paraíba;tacima;2516409;10822;http://www.pmtacima.pb.gov.br/;http://holdserver.com/esic/;sim;100;sim;150;decreto;decreto nº 175/2015;03/10/2015;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;28/06/2016;09/01/2017;se;sergipe;aracaju;2800308;632744;http://www.aracaju.se.gov.br/;http://tag.aracaju.se.gov.br:5050/tag;sim;100;sim;150;decreto;5360;22/06/2016;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;22/07/2016;28/09/2016;ma;maranhão;santa helena;2109809;41009;http://www.santahelena.ma.gov.br/;http://santahelena.ma.gov.br/esic/index/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;sim;200;sim;sim;;sim;350;não;não;;sim;200;1250;1250;3.47
3;896;3.47;05/07/2016;24/11/2016;sp;são paulo;ibirarema;3519501;7376;http://www.ibirarema.sp.gov.br/;http://138.255.216.41:5656/TransparenciaDocs/;sim;100;sim;150;lei;1789;15/04/2014;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;25/08/2016;17/11/2016;ro;rondônia;cerejeiras;1100056;17986;http://www.cerejeiras.ro.gov.br/;http://apps.cerejeiras.ro.gov.br/;sim;100;sim;150;decreto;152;15/04/2016;sim;200;não localizado;0;sim;100;sim;200;750;sim;100;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;23/08/2016;29/11/2016;rn;rio grande do norte;serra caiada;2410306;9814;http://serracaiada.rn.gov.br/;http://serracaiada.rn.gov.br/solicitar-acesso-a-informacao-e-sic.html;sim;100;sim;150;decreto;jan/15;23/06/2015;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;01/08/2016;07/11/2016;rs;rio grande do sul;monte belo do sul;4312385;2704;http://portal.montebelodosul.rs.gov.br/;http://transparencia.montebelodosul.rs.gov.br:8080/sistemas/transparencia/?secao=acesso_informacao#;sim;100;sim;150;lei;1093;16/05/2012;sim;200;não;0;sim;100;sim;200;750;sim;200;sim;100;sim;100;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;500;1250;3.47
3;896;3.47;05/07/2016;16/09/2016;rs;rio grande do sul;sobradinho;4320701;14944;http://www.sobradinho.rs.gov.br/site/index.php/en/;http://www.sobradinho.rs.gov.br/site/index.php/en/transparencia/sic-servico-de-informacao-ao-cidadao;sim;100;sim;150;lei;3652;;sim;200;não;0;sim;100;sim;200;750;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;;;;;0;;;;;0;500;1250;3.47
3;912;3.33;12/07/2016;16/09/2016;mg;minas gerais;brazópolis;3108909;14934;http://www.brazopolis.mg.gov.br/;requerimento_brazopolis@yahoo.com.br;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;;sim;sim;;200;;não;não;;0;1200;1200;3.33
3;912;3.33;26/07/2016;13/09/2016;rs;rio grande do sul;são jerônimo;4318408;23527;http://www.saojeronimo.rs.gov.br/;http://e-gov.betha.com.br/transparencia/01023-001/con_registropedidoinformacao.faces;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;18/07/2016;02/01/2017;ro;rondônia;alto alegre dos parecis;1100379;13940;http://www.altoalegre.ro.gov.br/;http://www.altoalegre.ro.gov.br/esic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;27/07/2016;04/01/2017;ro;rondônia;castanheiras;1100908;3617;http://www.pmcastanheiras.ro.gov.br/index.php;http://187.4.131.26:8080/portaltransparencia/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;25/07/2016;03/01/2017;ro;rondônia;buritis;1100452;37838;http://buritis.ro.gov.br/;http://buritis.ro.gov.br/esic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;26/07/2016;10/01/2017;sp;são paulo;brotas;3507902;23419;http://www.brotas.sp.gov.br/;http://servicos.brotas.sp.gov.br:8081/einformacoes/servlet/einformacoes;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;08/07/2016;09/12/2016;sp;são paulo;guariba;3518602;38499;http://www.guariba.sp.gov.br/;http://www.guariba.sp.gov.br/paginas.php?p=16;não;0;sim;150;lei;2692/2013;;sim;200;sim;150;não;0;sim;200;700;não;0;não;0;não;0;não;0;sim;200;não;não;não;não;não;300;não;0;;;;;0;;;;;0;500;1200;3.33
3;912;3.33;07/07/2016;10/01/2017;sp;são paulo;guará;3517703;20911;http://www.guara.sp.gov.br/pagina/home;http://servicos.guara.sp.gov.br:5656/Transparencia/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;05/07/2016;07/10/2016;sp;são paulo;embaúba;3514957;2481;http://www.embauba.sp.gov.br/;http://e-gov.betha.com.br/transparencia/01022-003/con_registropedidoinformacao.faces;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;29/06/2016;12/09/2016;sp;são paulo;cubatão;3513504;127006;http://www.cubatao.sp.gov.br;http://sistema.cubatao.sp.gov.br:8080/smarapd/loginWeb.jsp?execobj=FalaCidadao;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;05/07/2016;10/01/2017;sp;são paulo;estrela do norte;3515301;2761;http://www.estreladonorte.sp.gov.br/;http://estreladonorte.megasofttransparencia.com.br/e-sic/adm/e-sic.jsf;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;21/07/2016;28/09/2016;ma;maranhão;rosário;2109601;41694;http://rosario.ma.gov.br/;http://rosario.ma.gov.br/esic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;25/07/2016;01/12/2016;ma;maranhão;são josé de ribamar;2111201;174267;http://www.saojosederibamar.ma.gov.br/;http://transparencia.saojosederibamar.ma.gov.br/Materia_especifica/16465;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;01/08/2016;06/01/2017;ma;maranhão;presidente dutra;2109106;46680;http://presidentedutra.ma.gov.br/;http://www.gdic.com.br/modulo/esic/login/2327486;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;13/07/2016;26/09/2016;mg;minas gerais;argirita;3104403;2890;http://www.argirita.mg.gov.br/;http://www.argirita.mg.gov.br/int_cad.aspx?redir=sic_cad.aspx;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;04/07/2016;07/01/2017;mg;minas gerais;abre campo;3100302;13719;http://www.abrecampo.mg.gov.br/;http://www.abrecampo.mg.gov.br/index.php?option=com_rsform&view=rsform&Itemid=184;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;não;0;sim;sim;;;200;não;não;;;0;1200;1200;3.33
3;912;3.33;19/07/2016;26/09/2016;sc;santa catarina;içara;4207007;53145;http://icara.sc.gov.br/;http://lai.fecam.org.br/icara/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;24/08/2016;23/09/2016;sc;santa catarina;faxinal dos guedes;4205308;10771;http://www.faxinal.sc.gov.br/;http://lai.faxinal.sc.gov.br/index/solicitar-informacoes;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;15/09/2016;sc;santa catarina;canoinhas;4203808;54188;http://www.pmc.sc.gov.br/;http://lai.fecam.org.br/canoinhas/index/solicitar-informacoes;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;10/08/2016;04/10/2016;sc;santa catarina;paial;4211876;1637;http://www.paial.sc.gov.br/;http://lai.fecam.org.br/paial/index/consultar-solicitacao;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;12/08/2016;04/10/2016;ba;bahia;xique-xique;2933604;48316;http://www.xiquexique.ba.gov.br/;http://www.pmxiquexique.ba.ipmbrasil.org.br/sic/registrar-solicitacao;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;29/06/2016;16/09/2016;ce;ceará;aquiraz;2301000;77717;http://www.aquiraz.ce.gov.br/;http://sac.aquiraz.ce.gov.br/home/#;sim;100;sim;150;decreto;052/2004;09/05/2014;sim;200;sim;150;não;0;sim;200;800;sim;200;sim;100;não;0;sim;100;não localizado, não funciona, fora do ar ou em manutenção;0;sem e-sic;sem e-sic;sem e-sic;sem e-sic;sem e-sic;0;sem e-sic;0;;;;;0;;;;;0;400;1200;3.33
3;912;3.33;05/08/2016;04/01/2017;es;espírito santo;mantenópolis;3203304;15121;http://www.mantenopolis.es.gov.br/;http://www.mantenopolis.es.gov.br/int_cad.aspx?redir=sic_cad.aspx;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;05/08/2016;04/01/2017;es;espírito santo;marataízes;3203320;37923;http://www.marataizes.es.gov.br/;http://www.marataizes.es.gov.br/ouvidoria;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;sim;não;não;0;sim;200;;;não;sim;100;;;sim;não;200;1200;1200;3.33
3;912;3.33;29/07/2016;22/09/2016;ce;ceará;capistrano;2302909;17573;http://capistrano.ce.gov.br/;http://capistrano.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;13/07/2016;01/12/2016;go;goiás;aparecida de goiânia;5201405;521910;www.aparecida.go.gov.br/;http://servico.aparecida.go.gov.br:8081/servicosonline/servicosonline.html?tela=8#;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;14/07/2016;06/12/2016;go;goiás;bom jardim de goiás;5203401;8826;http://www.bomjardim.go.gov.br/;http://bomjardimdegoias.megasofttransparencia.com.br/e-sic/adm/index.xhtml;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;15/08/2016;15/09/2016;sc;santa catarina;campo belo do sul;4203402;7297;http://www.campobelodosul.sc.gov.br/;http://lai.campobelodosul.sc.gov.br/index/solicitar-informacoes;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;20/07/2016;20/09/2016;go;goiás;hidrolina;5209804;3927;http://www.hidrolina.go.gov.br/;http://www.nucleogov.com.br/hidrolina/ouvidoria/1-servico-de-informacao-ao-cidadao.html;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;20/07/2016;07/12/2016;go;goiás;flores de goiás;5207907;14372;http://www.floresdegoias.go.gov.br/site/index.php#;http://floresdegoias.megasofttransparencia.com.br/e-sic/adm/index.xhtml;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;18/07/2016;20/09/2016;go;goiás;caturaí;5205208;4977;www.caturai.go.gov.br/;http://caturai.megasofttransparencia.com.br/e-sic/adm/index.xhtml;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;18/07/2016;20/09/2016;go;goiás;ceres;5205406;21909;www.ceres.go.gov.br/;http://www.nucleogov.com.br/ceres/ouvidoria/1-servico-de-informacao-ao-cidadao.html;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/07/2016;20/09/2016;go;goiás;carmo do rio verde;5205000;9671;http://www.carmodorioverde.go.gov.br/;http://www.nucleogov.com.br/carmodorioverde/ouvidoria/1-servico-de-informacao-ao-cidadao.html;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;19/08/2016;19/09/2016;pe;pernambuco;dormentes;2605152;18321;http://www.dormentes.pe.gov.br/;http://www.dormentes.pe.gov.br/268/AcessoAInformacao/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;06/07/2016;04/01/2017;pe;pernambuco;cedro;2604304;11515;http://cedro.pe.gov.br/;http://cedro.pe.gov.br/esic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/08/2016;02/01/2017;ce;ceará;jucás;2307403;24479;http://jucas.ce.gov.br/;http://www.interativadez.com.br/esic_pmjucas/index/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/08/2016;07/10/2016;ce;ceará;mauriti;2308104;46113;http://www.mauriti.ce.gov.br/;http://www.mauriti.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/08/2016;29/09/2016;ce;ceará;milhã;2308351;13170;http://www.milha.ce.gov.br/;http://www.milha.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;07/07/2016;06/10/2016;ce;ceará;senador pompeu;2312700;26547;http://www.senadorpompeu.ce.gov.br/;http://www.senadorpompeu.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;18/08/2016;02/01/2017;ce;ceará;novo oriente;2309409;28220;http://www.novooriente.ce.gov.br/;http://www.novooriente.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;06/07/2016;03/01/2017;ce;ceará;reriutaba;2311702;19015;http://www.reriutaba.ce.gov.br/;http://ouvidoronline.com.br/reriutaba;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;07/07/2016;30/09/2016;ce;ceará;tururu;2313559;15594;http://www.tururu.ce.gov.br/;http://www.tururu.ce.gov.br/ouvidoria;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;08/07/2016;27/09/2016;ce;ceará;umari;2313708;7665;http://umari.ce.gov.br/;http://umari.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;24/11/2016;ba;bahia;crisópolis;2909604;21617;http://www.pmcrisopolis.ba.ipmbrasil.org.br/;https://www.ipmbrasil.org.br/portalmunicipio/sic/registrar-solicitacao;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;24/11/2016;ba;bahia;cordeiros;2909000;8834;http://www.pmcordeiros.ba.ipmbrasil.org.br/;http://www.pmcordeiros.ba.ipmbrasil.org.br/sic/inicio;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;03/08/2016;22/09/2016;ce;ceará;graça;2304657;15294;http://www.graca.ce.gov.br/index.php;http://www.graca.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;11/08/2016;02/01/2017;ce;ceará;ipaumirim;2305704;12305;http://www.ipaumirim.ce.gov.br/;http://www.ipaumirim.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;09/08/2016;29/11/2016;ce;ceará;iguatu;2305506;101386;http://iguatu.ce.gov.br/;http://iguatu.ce.gov.br/e-sic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;09/08/2016;30/09/2016;ce;ceará;independência;2305605;25957;http://www.independencia.ce.gov.br/;http://www.independencia.ce.gov.br/sic.php;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/08/2016;04/10/2016;ce;ceará;horizonte;2305233;63365;http://horizonte.ce.gov.br/;http://www.gdic.com.br/modulo/esic/login/1262488;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;17/08/2016;05/01/2017;pi;piauí;cajueiro da praia;2202083;7451;http://www.cajueirodapraia.pi.gov.br/site/;http://transparencia.cajueirodapraia.pi.gov.br/esic;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;05/01/2017;pi;piauí;campinas do piauí;2202109;5507;http://www.campinasdopiaui.pi.gov.br/;http://transparencia.campinasdopiaui.pi.gov.br/campinas-do-piaui/esic/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;05/01/2017;pi;piauí;campo alegre do fidalgo;2202117;4911;http://www.campoalegredofidalgo.pi.gov.br/index.php?class=eSicView&method=;http://www.campoalegredofidalgo.pi.gov.br/index.php?class=eSicView;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;16/08/2016;06/01/2017;pi;piauí;caracol;2202505;10641;http://caracol.pi.gov.br/;http://ouvidoria.caracol.pi.gov.br/cadastramanifestacao/;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
3;912;3.33;05/08/2016;28/09/2016;pi;piauí;amarante;2200509;17312;http://amarante.pi.gov.br/;http://gestaofiscal.org/amarante/acessoinformacao/pedidoinformacaocadastrar;não;0;não localizado;0;;;;não localizado;0;não localizado;0;não localizado;0;não localizado;0;0;sim;200;sim;100;sim;100;sim;100;sim;200;não;não;não;não;não;300;sim;200;;;;;0;;;;;0;1200;1200;3.33
